team_name,car_engine,no_of_drivers,highest_laps,total_laps,points,raceid,year,round,name,date,total_matches_win,grid,positionorder,laps,milliseconds,pitstop,status,team_no_of_wins
BMW Sauber,BMW Sauber,2,70,7938,0,28,2008,11,Hungarian Grand Prix,03-08-2008,0,15,10,70,5914776,0,Finished,1
Red Bull,Red Bull,2,70,42076,0,28,2008,11,Hungarian Grand Prix,03-08-2008,13,13,11,70,5917474,0,Finished,122
Honda,Honda,2,70,7681,0,28,2008,11,Hungarian Grand Prix,03-08-2008,15,12,12,69,,0,+1 Lap,3
Williams,Williams,2,70,85881,0,28,2008,11,Hungarian Grand Prix,03-08-2008,0,16,13,69,,0,+1 Lap,114
Williams,Williams,2,70,85881,0,28,2008,11,Hungarian Grand Prix,03-08-2008,23,14,14,69,,0,+1 Lap,114
Force India,Force India,2,70,22035,0,28,2008,11,Hungarian Grand Prix,03-08-2008,3,18,15,69,,0,+1 Lap,0
Honda,Honda,2,70,7681,0,28,2008,11,Hungarian Grand Prix,03-08-2008,11,17,16,68,,0,+2 Laps,3
Ferrari,Ferrari,2,70,126025,0,28,2008,11,Hungarian Grand Prix,03-08-2008,11,3,17,67,,0,Engine,249
Toro Rosso,Toro Rosso,2,70,26973,0,28,2008,11,Hungarian Grand Prix,03-08-2008,0,19,18,67,,0,+3 Laps,1
Force India,Force India,2,70,22035,0,28,2008,11,Hungarian Grand Prix,03-08-2008,0,20,19,62,,0,Brakes,0
Toro Rosso,Toro Rosso,2,70,26973,0,28,2008,11,Hungarian Grand Prix,03-08-2008,53,11,20,22,,0,Overheating,1
Ferrari,Ferrari,2,57,126025,10,29,2008,12,European Grand Prix,24-08-2008,11,1,1,57,5732339,0,Finished,249
McLaren,McLaren,2,57,97845,8,29,2008,12,European Grand Prix,24-08-2008,105,2,2,57,5737950,0,Finished,185
BMW Sauber,BMW Sauber,2,57,7938,6,29,2008,12,European Grand Prix,24-08-2008,1,3,3,57,5769692,0,Finished,1
McLaren,McLaren,2,57,97845,5,29,2008,12,European Grand Prix,24-08-2008,1,5,4,57,5772042,0,Finished,185
Toyota,Toyota,2,57,14363,4,29,2008,12,European Grand Prix,24-08-2008,1,7,5,57,5783023,0,Finished,0
Toro Rosso,Toro Rosso,2,57,26973,3,29,2008,12,European Grand Prix,24-08-2008,53,6,6,57,5784964,0,Finished,1
Toyota,Toyota,2,57,14363,2,29,2008,12,European Grand Prix,24-08-2008,0,13,7,57,5800329,0,Finished,0
Williams,Williams,2,57,85881,1,29,2008,12,European Grand Prix,24-08-2008,23,9,8,57,5803796,0,Finished,114
BMW Sauber,BMW Sauber,2,57,7938,0,29,2008,12,European Grand Prix,24-08-2008,0,8,9,57,5814516,0,Finished,1
Toro Rosso,Toro Rosso,2,57,26973,0,29,2008,12,European Grand Prix,24-08-2008,0,10,10,57,5822133,0,Finished,1
Renault,Renault,2,57,38339,0,29,2008,12,European Grand Prix,24-08-2008,0,15,11,57,5825056,0,Finished,35
Red Bull,Red Bull,2,57,42076,0,29,2008,12,European Grand Prix,24-08-2008,9,14,12,56,,0,+1 Lap,122
Honda,Honda,2,57,7681,0,29,2008,12,European Grand Prix,24-08-2008,15,16,13,56,,0,+1 Lap,3
Force India,Force India,2,57,22035,0,29,2008,12,European Grand Prix,24-08-2008,3,18,14,56,,0,+1 Lap,0
Williams,Williams,2,57,85881,0,29,2008,12,European Grand Prix,24-08-2008,0,11,15,56,,0,+1 Lap,114
Honda,Honda,2,57,7681,0,29,2008,12,European Grand Prix,24-08-2008,11,19,16,56,,0,+1 Lap,3
Red Bull,Red Bull,2,57,42076,0,29,2008,12,European Grand Prix,24-08-2008,13,17,17,56,,0,+1 Lap,122
Ferrari,Ferrari,2,57,126025,0,29,2008,12,European Grand Prix,24-08-2008,21,4,18,45,,0,Engine,249
Force India,Force India,2,57,22035,0,29,2008,12,European Grand Prix,24-08-2008,0,20,19,41,,0,Accident,0
Renault,Renault,2,57,38339,0,29,2008,12,European Grand Prix,24-08-2008,32,12,20,0,,0,Collision,35
Ferrari,Ferrari,2,44,126025,10,30,2008,13,Belgian Grand Prix,07-09-2008,11,2,1,44,4979394,0,Finished,249
BMW Sauber,BMW Sauber,2,44,7938,8,30,2008,13,Belgian Grand Prix,07-09-2008,0,5,2,44,4988777,0,Finished,1
McLaren,McLaren,2,44,97845,6,30,2008,13,Belgian Grand Prix,07-09-2008,105,1,3,44,4989933,0,Finished,185
Renault,Renault,2,44,38339,5,30,2008,13,Belgian Grand Prix,07-09-2008,32,6,4,44,4993872,0,Finished,35
Toro Rosso,Toro Rosso,2,44,26973,4,30,2008,13,Belgian Grand Prix,07-09-2008,53,10,5,44,4993970,0,Finished,1
BMW Sauber,BMW Sauber,2,44,7938,3,30,2008,13,Belgian Grand Prix,07-09-2008,1,8,6,44,4994431,0,Finished,1
Toro Rosso,Toro Rosso,2,44,26973,2,30,2008,13,Belgian Grand Prix,07-09-2008,0,9,7,44,4996129,0,Finished,1
Red Bull,Red Bull,2,44,42076,1,30,2008,13,Belgian Grand Prix,07-09-2008,9,7,8,44,5022170,0,Finished,122
Toyota,Toyota,2,44,14363,0,30,2008,13,Belgian Grand Prix,07-09-2008,0,13,9,44,5046439,0,Finished,0
McLaren,McLaren,2,44,97845,0,30,2008,13,Belgian Grand Prix,07-09-2008,1,3,10,43,,0,Gearbox,185
Red Bull,Red Bull,2,44,42076,0,30,2008,13,Belgian Grand Prix,07-09-2008,13,14,11,43,,0,+1 Lap,122
Williams,Williams,2,44,85881,0,30,2008,13,Belgian Grand Prix,07-09-2008,23,15,12,43,,0,+1 Lap,114
Force India,Force India,2,44,22035,0,30,2008,13,Belgian Grand Prix,07-09-2008,0,18,13,43,,0,+1 Lap,0
Williams,Williams,2,44,85881,0,30,2008,13,Belgian Grand Prix,07-09-2008,0,19,14,43,,0,+1 Lap,114
Honda,Honda,2,44,7681,0,30,2008,13,Belgian Grand Prix,07-09-2008,15,17,15,43,,0,+1 Lap,3
Toyota,Toyota,2,44,14363,0,30,2008,13,Belgian Grand Prix,07-09-2008,1,11,16,43,,0,+1 Lap,0
Force India,Force India,2,44,22035,0,30,2008,13,Belgian Grand Prix,07-09-2008,3,20,17,43,,0,+1 Lap,0
Ferrari,Ferrari,2,44,126025,0,30,2008,13,Belgian Grand Prix,07-09-2008,21,4,18,42,,0,Spun off,249
Honda,Honda,2,44,7681,0,30,2008,13,Belgian Grand Prix,07-09-2008,11,16,19,19,,0,Gearbox,3
Renault,Renault,2,44,38339,0,30,2008,13,Belgian Grand Prix,07-09-2008,0,12,20,13,,0,Spun off,35
Toro Rosso,Toro Rosso,2,53,26973,10,31,2008,14,Italian Grand Prix,14-09-2008,53,1,1,53,5207494,0,Finished,1
McLaren,McLaren,2,53,97845,8,31,2008,14,Italian Grand Prix,14-09-2008,1,2,2,53,5220006,0,Finished,185
BMW Sauber,BMW Sauber,2,53,7938,6,31,2008,14,Italian Grand Prix,14-09-2008,1,11,3,53,5227965,0,Finished,1
Renault,Renault,2,53,38339,5,31,2008,14,Italian Grand Prix,14-09-2008,32,8,4,53,5231397,0,Finished,35
BMW Sauber,BMW Sauber,2,53,7938,4,31,2008,14,Italian Grand Prix,14-09-2008,0,10,5,53,5235242,0,Finished,1
Ferrari,Ferrari,2,53,126025,3,31,2008,14,Italian Grand Prix,14-09-2008,11,6,6,53,5236310,0,Finished,249
McLaren,McLaren,2,53,97845,2,31,2008,14,Italian Grand Prix,14-09-2008,105,15,7,53,5237406,0,Finished,185
Red Bull,Red Bull,2,53,42076,1,31,2008,14,Italian Grand Prix,14-09-2008,9,3,8,53,5239542,0,Finished,122
Ferrari,Ferrari,2,53,126025,0,31,2008,14,Italian Grand Prix,14-09-2008,21,14,9,53,5246962,0,Finished,249
Renault,Renault,2,53,38339,0,31,2008,14,Italian Grand Prix,14-09-2008,0,17,10,53,5261939,0,Finished,35
Toyota,Toyota,2,53,14363,0,31,2008,14,Italian Grand Prix,14-09-2008,0,9,11,53,5266382,0,Finished,0
Williams,Williams,2,53,85881,0,31,2008,14,Italian Grand Prix,14-09-2008,0,18,12,53,5269509,0,Finished,114
Toyota,Toyota,2,53,14363,0,31,2008,14,Italian Grand Prix,14-09-2008,1,7,13,53,5273448,0,Finished,0
Williams,Williams,2,53,85881,0,31,2008,14,Italian Grand Prix,14-09-2008,23,5,14,53,5276129,0,Finished,114
Honda,Honda,2,53,7681,0,31,2008,14,Italian Grand Prix,14-09-2008,15,19,15,53,5280864,0,Finished,3
Red Bull,Red Bull,2,53,42076,0,31,2008,14,Italian Grand Prix,14-09-2008,13,13,16,52,,0,+1 Lap,122
Honda,Honda,2,53,7681,0,31,2008,14,Italian Grand Prix,14-09-2008,11,16,17,52,,0,+1 Lap,3
Toro Rosso,Toro Rosso,2,53,26973,0,31,2008,14,Italian Grand Prix,14-09-2008,0,4,18,52,,0,+1 Lap,1
Force India,Force India,2,53,22035,0,31,2008,14,Italian Grand Prix,14-09-2008,0,20,19,51,,0,+2 Laps,0
Force India,Force India,2,53,22035,0,31,2008,14,Italian Grand Prix,14-09-2008,3,12,20,11,,0,Accident,0
Renault,Renault,2,61,38339,10,32,2008,15,Singapore Grand Prix,28-09-2008,32,15,1,61,7036304,0,Finished,35
Williams,Williams,2,61,85881,8,32,2008,15,Singapore Grand Prix,28-09-2008,23,8,2,61,7039261,0,Finished,114
McLaren,McLaren,2,61,97845,6,32,2008,15,Singapore Grand Prix,28-09-2008,105,2,3,61,7042221,0,Finished,185
Toyota,Toyota,2,61,14363,5,32,2008,15,Singapore Grand Prix,28-09-2008,0,7,4,61,7044459,0,Finished,0
Toro Rosso,Toro Rosso,2,61,26973,4,32,2008,15,Singapore Grand Prix,28-09-2008,53,6,5,61,7046572,0,Finished,1
BMW Sauber,BMW Sauber,2,61,7938,3,32,2008,15,Singapore Grand Prix,28-09-2008,0,9,6,61,7047405,0,Finished,1
Red Bull,Red Bull,2,61,42076,2,32,2008,15,Singapore Grand Prix,28-09-2008,13,14,7,61,7052691,0,Finished,122
Williams,Williams,2,61,85881,1,32,2008,15,Singapore Grand Prix,28-09-2008,0,10,8,61,7054793,0,Finished,114
Honda,Honda,2,61,7681,0,32,2008,15,Singapore Grand Prix,28-09-2008,15,12,9,61,7056189,0,Finished,3
McLaren,McLaren,2,61,97845,0,32,2008,15,Singapore Grand Prix,28-09-2008,1,5,10,61,7063206,0,Finished,185
BMW Sauber,BMW Sauber,2,61,7938,0,32,2008,15,Singapore Grand Prix,28-09-2008,1,4,11,61,7064279,0,Finished,1
Toro Rosso,Toro Rosso,2,61,26973,0,32,2008,15,Singapore Grand Prix,28-09-2008,0,17,12,61,7065736,0,Finished,1
Ferrari,Ferrari,2,61,126025,0,32,2008,15,Singapore Grand Prix,28-09-2008,11,1,13,61,7071474,0,Finished,249
Force India,Force India,2,61,22035,0,32,2008,15,Singapore Grand Prix,28-09-2008,3,20,14,61,7079875,0,Finished,0
Ferrari,Ferrari,2,61,126025,0,32,2008,15,Singapore Grand Prix,28-09-2008,21,3,15,57,,0,Accident,249
Toyota,Toyota,2,61,14363,0,32,2008,15,Singapore Grand Prix,28-09-2008,1,11,16,50,,0,Hydraulics,0
Force India,Force India,2,61,22035,0,32,2008,15,Singapore Grand Prix,28-09-2008,0,19,17,49,,0,Accident,0
Red Bull,Red Bull,2,61,42076,0,32,2008,15,Singapore Grand Prix,28-09-2008,9,13,18,29,,0,Transmission,122
Honda,Honda,2,61,7681,0,32,2008,15,Singapore Grand Prix,28-09-2008,11,18,19,14,,0,Mechanical,3
Renault,Renault,2,61,38339,0,32,2008,15,Singapore Grand Prix,28-09-2008,0,16,20,13,,0,Accident,35
Renault,Renault,2,67,38339,10,33,2008,16,Japanese Grand Prix,12-10-2008,32,4,1,67,5421892,0,Finished,35
BMW Sauber,BMW Sauber,2,67,7938,8,33,2008,16,Japanese Grand Prix,12-10-2008,1,6,2,67,5427175,0,Finished,1
Ferrari,Ferrari,2,67,126025,6,33,2008,16,Japanese Grand Prix,12-10-2008,21,2,3,67,5428292,0,Finished,249
Renault,Renault,2,67,38339,5,33,2008,16,Japanese Grand Prix,12-10-2008,0,12,4,67,5442462,0,Finished,35
Toyota,Toyota,2,67,14363,4,33,2008,16,Japanese Grand Prix,12-10-2008,1,7,5,67,5445659,0,Finished,0
Toro Rosso,Toro Rosso,2,67,26973,3,33,2008,16,Japanese Grand Prix,12-10-2008,53,9,6,67,5461099,0,Finished,1
Ferrari,Ferrari,2,67,126025,2,33,2008,16,Japanese Grand Prix,12-10-2008,11,5,7,67,5468050,0,Finished,249
Red Bull,Red Bull,2,67,42076,1,33,2008,16,Japanese Grand Prix,12-10-2008,9,13,8,67,5472703,0,Finished,122
BMW Sauber,BMW Sauber,2,67,7938,0,33,2008,16,Japanese Grand Prix,12-10-2008,0,16,9,67,5476012,0,Finished,1
Toro Rosso,Toro Rosso,2,67,26973,0,33,2008,16,Japanese Grand Prix,12-10-2008,0,10,10,67,5480977,0,Finished,1
Williams,Williams,2,67,85881,0,33,2008,16,Japanese Grand Prix,12-10-2008,23,15,11,67,5483988,0,Finished,114
McLaren,McLaren,2,67,97845,0,33,2008,16,Japanese Grand Prix,12-10-2008,105,1,12,67,5500792,0,Finished,185
Honda,Honda,2,67,7681,0,33,2008,16,Japanese Grand Prix,12-10-2008,11,17,13,66,,0,+1 Lap,3
Honda,Honda,2,67,7681,0,33,2008,16,Japanese Grand Prix,12-10-2008,15,18,14,66,,0,+1 Lap,3
Williams,Williams,2,67,85881,0,33,2008,16,Japanese Grand Prix,12-10-2008,0,14,15,66,,0,+1 Lap,114
Force India,Force India,2,67,22035,0,33,2008,16,Japanese Grand Prix,12-10-2008,3,20,16,21,,0,Gearbox,0
McLaren,McLaren,2,67,97845,0,33,2008,16,Japanese Grand Prix,12-10-2008,1,3,17,16,,0,Engine,185
Force India,Force India,2,67,22035,0,33,2008,16,Japanese Grand Prix,12-10-2008,0,19,18,8,,0,Tyre,0
Toyota,Toyota,2,67,14363,0,33,2008,16,Japanese Grand Prix,12-10-2008,0,8,19,6,,0,Driver Seat,0
Red Bull,Red Bull,2,67,42076,0,33,2008,16,Japanese Grand Prix,12-10-2008,13,11,20,0,,0,Collision,122
McLaren,McLaren,2,56,97845,10,34,2008,17,Chinese Grand Prix,19-10-2008,105,1,1,56,5517403,0,Finished,185
Ferrari,Ferrari,2,56,126025,8,34,2008,17,Chinese Grand Prix,19-10-2008,11,3,2,56,5532328,0,Finished,249
Ferrari,Ferrari,2,56,126025,6,34,2008,17,Chinese Grand Prix,19-10-2008,21,2,3,56,5533848,0,Finished,249
Renault,Renault,2,56,38339,5,34,2008,17,Chinese Grand Prix,19-10-2008,32,4,4,56,5535773,0,Finished,35
BMW Sauber,BMW Sauber,2,56,7938,4,34,2008,17,Chinese Grand Prix,19-10-2008,0,9,5,56,5546326,0,Finished,1
BMW Sauber,BMW Sauber,2,56,7938,3,34,2008,17,Chinese Grand Prix,19-10-2008,1,11,6,56,5550622,0,Finished,1
Toyota,Toyota,2,56,14363,2,34,2008,17,Chinese Grand Prix,19-10-2008,0,12,7,56,5559125,0,Finished,0
Renault,Renault,2,56,38339,1,34,2008,17,Chinese Grand Prix,19-10-2008,0,10,8,56,5574048,0,Finished,35
Toro Rosso,Toro Rosso,2,56,26973,0,34,2008,17,Chinese Grand Prix,19-10-2008,53,6,9,56,5581742,0,Finished,1
Red Bull,Red Bull,2,56,42076,0,34,2008,17,Chinese Grand Prix,19-10-2008,13,15,10,56,5592245,0,Finished,122
Honda,Honda,2,56,7681,0,34,2008,17,Chinese Grand Prix,19-10-2008,11,13,11,56,5602464,0,Finished,3
Williams,Williams,2,56,85881,0,34,2008,17,Chinese Grand Prix,19-10-2008,0,17,12,56,5608250,0,Finished,114
Toro Rosso,Toro Rosso,2,56,26973,0,34,2008,17,Chinese Grand Prix,19-10-2008,0,8,13,56,5608860,0,Finished,1
Red Bull,Red Bull,2,56,42076,0,34,2008,17,Chinese Grand Prix,19-10-2008,9,16,14,56,5609825,0,Finished,122
Williams,Williams,2,56,85881,0,34,2008,17,Chinese Grand Prix,19-10-2008,23,14,15,55,,0,+1 Lap,114
Honda,Honda,2,56,7681,0,34,2008,17,Chinese Grand Prix,19-10-2008,15,18,16,55,,0,+1 Lap,3
Force India,Force India,2,56,22035,0,34,2008,17,Chinese Grand Prix,19-10-2008,3,20,17,55,,0,+1 Lap,0
McLaren,McLaren,2,56,97845,0,34,2008,17,Chinese Grand Prix,19-10-2008,1,5,18,49,,0,Hydraulics,185
Force India,Force India,2,56,22035,0,34,2008,17,Chinese Grand Prix,19-10-2008,0,19,19,13,,0,Engine,0
Toyota,Toyota,2,56,14363,0,34,2008,17,Chinese Grand Prix,19-10-2008,1,7,20,2,,0,Collision,0
Ferrari,Ferrari,2,71,126025,10,35,2008,18,Brazilian Grand Prix,02-11-2008,11,1,1,71,5651435,0,Finished,249
Renault,Renault,2,71,38339,8,35,2008,18,Brazilian Grand Prix,02-11-2008,32,6,2,71,5664733,0,Finished,35
Ferrari,Ferrari,2,71,126025,6,35,2008,18,Brazilian Grand Prix,02-11-2008,21,3,3,71,5667670,0,Finished,249
Toro Rosso,Toro Rosso,2,71,26973,5,35,2008,18,Brazilian Grand Prix,02-11-2008,53,7,4,71,5689446,0,Finished,1
McLaren,McLaren,2,71,97845,4,35,2008,18,Brazilian Grand Prix,02-11-2008,105,4,5,71,5690342,0,Finished,185
Toyota,Toyota,2,71,14363,3,35,2008,18,Brazilian Grand Prix,02-11-2008,0,10,6,71,5695803,0,Finished,0
McLaren,McLaren,2,71,97845,2,35,2008,18,Brazilian Grand Prix,02-11-2008,1,5,7,71,5706509,0,Finished,185
Toyota,Toyota,2,71,14363,1,35,2008,18,Brazilian Grand Prix,02-11-2008,1,2,8,71,5719868,0,Finished,0
Red Bull,Red Bull,2,71,42076,0,35,2008,18,Brazilian Grand Prix,02-11-2008,9,12,9,71,5731101,0,Finished,122
BMW Sauber,BMW Sauber,2,71,7938,0,35,2008,18,Brazilian Grand Prix,02-11-2008,0,8,10,70,,0,+1 Lap,1
BMW Sauber,BMW Sauber,2,71,7938,0,35,2008,18,Brazilian Grand Prix,02-11-2008,1,13,11,70,,0,+1 Lap,1
Williams,Williams,2,71,85881,0,35,2008,18,Brazilian Grand Prix,02-11-2008,23,18,12,70,,0,+1 Lap,114
Honda,Honda,2,71,7681,0,35,2008,18,Brazilian Grand Prix,02-11-2008,15,17,13,70,,0,+1 Lap,3
Toro Rosso,Toro Rosso,2,71,26973,0,35,2008,18,Brazilian Grand Prix,02-11-2008,0,9,14,70,,0,+1 Lap,1
Honda,Honda,2,71,7681,0,35,2008,18,Brazilian Grand Prix,02-11-2008,11,15,15,70,,0,+1 Lap,3
Force India,Force India,2,71,22035,0,35,2008,18,Brazilian Grand Prix,02-11-2008,0,20,16,69,,0,+2 Laps,0
Williams,Williams,2,71,85881,0,35,2008,18,Brazilian Grand Prix,02-11-2008,0,16,17,69,,0,+2 Laps,114
Force India,Force India,2,71,22035,0,35,2008,18,Brazilian Grand Prix,02-11-2008,3,19,18,69,,0,+2 Laps,0
Renault,Renault,2,71,38339,0,35,2008,18,Brazilian Grand Prix,02-11-2008,0,11,19,0,,0,Accident,35
Red Bull,Red Bull,2,71,42076,0,35,2008,18,Brazilian Grand Prix,02-11-2008,13,14,20,0,,0,Collision,122
Ferrari,Ferrari,2,58,126025,10,36,2007,1,Australian Grand Prix,18-03-2007,21,1,1,58,5128770,0,Finished,249
McLaren,McLaren,2,58,97845,8,36,2007,1,Australian Grand Prix,18-03-2007,32,2,2,58,5136012,0,Finished,185
McLaren,McLaren,2,58,97845,6,36,2007,1,Australian Grand Prix,18-03-2007,105,4,3,58,5147365,0,Finished,185
BMW Sauber,BMW Sauber,3,58,7938,5,36,2007,1,Australian Grand Prix,18-03-2007,0,3,4,58,5167533,0,Finished,1
Renault,Renault,2,58,38339,4,36,2007,1,Australian Grand Prix,18-03-2007,3,6,5,58,5195239,0,Finished,35
Ferrari,Ferrari,2,58,126025,3,36,2007,1,Australian Grand Prix,18-03-2007,11,22,6,58,5195575,0,Finished,249
Williams,Williams,3,58,85881,2,36,2007,1,Australian Grand Prix,18-03-2007,23,12,7,57,,0,+1 Lap,114
Toyota,Toyota,2,58,14363,1,36,2007,1,Australian Grand Prix,18-03-2007,6,9,8,57,,0,+1 Lap,0
Toyota,Toyota,2,58,14363,0,36,2007,1,Australian Grand Prix,18-03-2007,1,8,9,57,,0,+1 Lap,0
Renault,Renault,2,58,38339,0,36,2007,1,Australian Grand Prix,18-03-2007,1,13,10,57,,0,+1 Lap,35
Honda,Honda,2,58,7681,0,36,2007,1,Australian Grand Prix,18-03-2007,11,16,11,57,,0,+1 Lap,3
Super Aguri,Super Aguri,2,58,3569,0,36,2007,1,Australian Grand Prix,18-03-2007,0,10,12,57,,0,+1 Lap,0
Red Bull,Red Bull,2,58,42076,0,36,2007,1,Australian Grand Prix,18-03-2007,9,7,13,57,,0,+1 Lap,122
Toro Rosso,Toro Rosso,3,58,26973,0,36,2007,1,Australian Grand Prix,18-03-2007,0,19,14,57,,0,+1 Lap,1
Honda,Honda,2,58,7681,0,36,2007,1,Australian Grand Prix,18-03-2007,15,14,15,57,,0,+1 Lap,3
Super Aguri,Super Aguri,2,58,3569,0,36,2007,1,Australian Grand Prix,18-03-2007,0,11,16,56,,0,+2 Laps,0
Spyker,Spyker,4,58,1449,0,36,2007,1,Australian Grand Prix,18-03-2007,0,20,17,56,,0,+2 Laps,0
Williams,Williams,3,58,85881,0,36,2007,1,Australian Grand Prix,18-03-2007,0,15,18,48,,0,Collision,114
Red Bull,Red Bull,2,58,42076,0,36,2007,1,Australian Grand Prix,18-03-2007,13,18,19,48,,0,Collision,122
BMW Sauber,BMW Sauber,3,58,7938,0,36,2007,1,Australian Grand Prix,18-03-2007,1,5,20,36,,0,Gearbox,1
Toro Rosso,Toro Rosso,3,58,26973,0,36,2007,1,Australian Grand Prix,18-03-2007,0,17,21,28,,0,Puncture,1
Spyker,Spyker,4,58,1449,0,36,2007,1,Australian Grand Prix,18-03-2007,0,21,22,10,,0,Accident,0
McLaren,McLaren,2,56,97845,10,37,2007,2,Malaysian Grand Prix,08-04-2007,32,2,1,56,5534930,0,Finished,185
McLaren,McLaren,2,56,97845,8,37,2007,2,Malaysian Grand Prix,08-04-2007,105,4,2,56,5552487,0,Finished,185
Ferrari,Ferrari,2,56,126025,6,37,2007,2,Malaysian Grand Prix,08-04-2007,21,3,3,56,5553269,0,Finished,249
BMW Sauber,BMW Sauber,3,56,7938,5,37,2007,2,Malaysian Grand Prix,08-04-2007,0,5,4,56,5568707,0,Finished,1
Ferrari,Ferrari,2,56,126025,4,37,2007,2,Malaysian Grand Prix,08-04-2007,11,1,5,56,5571635,0,Finished,249
Renault,Renault,2,56,38339,3,37,2007,2,Malaysian Grand Prix,08-04-2007,3,12,6,56,5600568,0,Finished,35
Toyota,Toyota,2,56,14363,2,37,2007,2,Malaysian Grand Prix,08-04-2007,1,8,7,56,5605062,0,Finished,0
Renault,Renault,2,56,38339,1,37,2007,2,Malaysian Grand Prix,08-04-2007,1,11,8,56,5606945,0,Finished,35
Williams,Williams,3,56,85881,0,37,2007,2,Malaysian Grand Prix,08-04-2007,0,19,9,56,5624854,0,Finished,114
Red Bull,Red Bull,2,56,42076,0,37,2007,2,Malaysian Grand Prix,08-04-2007,9,10,10,56,5628486,0,Finished,122
Honda,Honda,2,56,7681,0,37,2007,2,Malaysian Grand Prix,08-04-2007,11,22,11,55,,0,+1 Lap,3
Honda,Honda,2,56,7681,0,37,2007,2,Malaysian Grand Prix,08-04-2007,15,15,12,55,,0,+1 Lap,3
Super Aguri,Super Aguri,2,56,3569,0,37,2007,2,Malaysian Grand Prix,08-04-2007,0,14,13,55,,0,+1 Lap,0
Toro Rosso,Toro Rosso,3,56,26973,0,37,2007,2,Malaysian Grand Prix,08-04-2007,0,17,14,55,,0,+1 Lap,1
Toyota,Toyota,2,56,14363,0,37,2007,2,Malaysian Grand Prix,08-04-2007,6,9,15,55,,0,+1 Lap,0
Super Aguri,Super Aguri,2,56,3569,0,37,2007,2,Malaysian Grand Prix,08-04-2007,0,18,16,55,,0,+1 Lap,0
Toro Rosso,Toro Rosso,3,56,26973,0,37,2007,2,Malaysian Grand Prix,08-04-2007,0,16,17,55,,0,+1 Lap,1
BMW Sauber,BMW Sauber,3,56,7938,0,37,2007,2,Malaysian Grand Prix,08-04-2007,1,7,18,55,,0,+1 Lap,1
Williams,Williams,3,56,85881,0,37,2007,2,Malaysian Grand Prix,08-04-2007,23,6,19,42,,0,Hydraulics,114
Red Bull,Red Bull,2,56,42076,0,37,2007,2,Malaysian Grand Prix,08-04-2007,13,13,20,36,,0,Brakes,122
Spyker,Spyker,4,56,1449,0,37,2007,2,Malaysian Grand Prix,08-04-2007,0,20,21,7,,0,Engine,0
Spyker,Spyker,4,56,1449,0,37,2007,2,Malaysian Grand Prix,08-04-2007,0,21,22,0,,0,Collision,0
Ferrari,Ferrari,2,57,126025,10,38,2007,3,Bahrain Grand Prix,15-04-2007,11,1,1,57,5607515,0,Finished,249
McLaren,McLaren,2,57,97845,8,38,2007,3,Bahrain Grand Prix,15-04-2007,105,2,2,57,5609875,0,Finished,185
Ferrari,Ferrari,2,57,126025,6,38,2007,3,Bahrain Grand Prix,15-04-2007,21,3,3,57,5618354,0,Finished,249
BMW Sauber,BMW Sauber,3,57,7938,5,38,2007,3,Bahrain Grand Prix,15-04-2007,0,5,4,57,5621346,0,Finished,1
McLaren,McLaren,2,57,97845,4,38,2007,3,Bahrain Grand Prix,15-04-2007,32,4,5,57,5621941,0,Finished,185
BMW Sauber,BMW Sauber,3,57,7938,3,38,2007,3,Bahrain Grand Prix,15-04-2007,1,6,6,57,5653044,0,Finished,1
Toyota,Toyota,2,57,14363,2,38,2007,3,Bahrain Grand Prix,15-04-2007,1,9,7,57,5688886,0,Finished,0
Renault,Renault,2,57,38339,1,38,2007,3,Bahrain Grand Prix,15-04-2007,3,7,8,57,5689216,0,Finished,35
Renault,Renault,2,57,38339,0,38,2007,3,Bahrain Grand Prix,15-04-2007,1,12,9,57,5696926,0,Finished,35
Williams,Williams,3,57,85881,0,38,2007,3,Bahrain Grand Prix,15-04-2007,23,10,10,57,5697431,0,Finished,114
Williams,Williams,3,57,85881,0,38,2007,3,Bahrain Grand Prix,15-04-2007,0,11,11,56,,0,+1 Lap,114
Toyota,Toyota,2,57,14363,0,38,2007,3,Bahrain Grand Prix,15-04-2007,6,14,12,56,,0,+1 Lap,0
Honda,Honda,2,57,7681,0,38,2007,3,Bahrain Grand Prix,15-04-2007,11,15,13,56,,0,+1 Lap,3
Spyker,Spyker,4,57,1449,0,38,2007,3,Bahrain Grand Prix,15-04-2007,0,22,14,55,,0,+2 Laps,0
Spyker,Spyker,4,57,1449,0,38,2007,3,Bahrain Grand Prix,15-04-2007,0,20,15,53,,0,+4 Laps,0
Super Aguri,Super Aguri,2,57,3569,0,38,2007,3,Bahrain Grand Prix,15-04-2007,0,13,16,51,,0,Engine,0
Red Bull,Red Bull,2,57,42076,0,38,2007,3,Bahrain Grand Prix,15-04-2007,9,8,17,41,,0,Gearbox,122
Red Bull,Red Bull,2,57,42076,0,38,2007,3,Bahrain Grand Prix,15-04-2007,13,21,18,36,,0,Driveshaft,122
Super Aguri,Super Aguri,2,57,3569,0,38,2007,3,Bahrain Grand Prix,15-04-2007,0,17,19,34,,0,Engine,0
Toro Rosso,Toro Rosso,3,57,26973,0,38,2007,3,Bahrain Grand Prix,15-04-2007,0,18,20,26,,0,Hydraulics,1
Honda,Honda,2,57,7681,0,38,2007,3,Bahrain Grand Prix,15-04-2007,15,16,21,0,,0,Collision,3
